,Full_Street_address,SF_avail,Price_per_sf_per_year,Prop_desc,Latitude,Longitude,City,Zipcode
550,"14 S Station Plaza, Great Neck, NY 11021",1400,38.57,"('1400 Sq Ft Retail Space Available For Lease Plus Full Finished Basement . Located Right Across Form The Lirr Station And The Bus Stops, Lots Of Foot And Car Traffic. Part Of A Retail Strip Tenants As Follows: Cafe Benne, I Fix Screen, Vivi Bubble Tea, Laundromat, Spa, Restaurants ,Nail Salon, Stationery. Right Now Being Used As A Fitness Center Base Tax Included', 'd')",40.7870283,-73.7258725,Great Neck,11021
551,"23a Middle Neck Road, Great Neck, NY 11021",1000,54.0,"('1000 SQ FT store space available in heart of Great Neck, Next to LIRR station with lots for foot and car traffic, before used as a hair salon, all the plumbing and sink are still there. Good for any kind of business', 's')",40.7875079,-73.7277734,Great Neck,11021
552,"200 Middle Neck Road, Great Neck, NY 11021",3800,30.0,"('Established restaurant with no key money in Promenade Shopping Center. The Italian restaurant Caf\xc3\xa9 Rustica retired after 15 years of successful business. Leaving all the customers for a new business. 3800 sq ft with kitchen ,all the plumbing and Gas line in place. There is a second floor for office spaces and a basement . The building has indoor and out door parking space with elevator coming up to the street level.', '.')",40.7935616,-73.7335696,Great Neck,11021
553,"17 Purdy Avenue, Rye, NY 10580",3000,47.0,"('RESTAURANT or RETAIL Location in the Heart of Rye City Business District next to train. Landlord seeking tenant for 3,000 s.f. RESTAURANT (old KOO SUSHI Restaurant) with NO key money, yes NO TURN KEY MONEY. Equipment and LARGE walk-in box included. LOCATION is also IDEAL for RETAIL. Rye is an idyllic small community of approximately 15,000 residents living within a 5 square mile area . The quaint country town boast a charming expensive waterfront , with major shopping and excellent schools. Rye downtown district is charming and lined with a slew of unique boutiques and some outstanding culinary delights. Average household income exceed $ 194,000 per year and average home value of $ 970,000, proving that Rye is a prosperous, convenient and premier destination for businesses and residents alike. Commercial real estate in downtown Rye is highly desirable and attracts regional and national tenants boasting high sales volume.', '.')",40.9847102,-73.6835514,Rye,10580
554,"591 W Jericho Turnpike, Huntington, NY 11743",3400,30.0,"('COMING SOON!\n\nThis prime retail/office location is fronted right on West Jericho Turnpike at the corner of Charles Avenue.\n\nNew Tenants will enjoy a BRAND NEW FACILITY with frontage right up against West Jericho Turnpike with on-site parking, at a traffic light.', '.')",40.8270362,-73.4394645,Huntington,11743
555,"158 Route 22, Pawling, NY 12564",12700,6.0,"(""For Lease\nRetail / Office / Warehouse\nNYS Route 22 - Pawling, NY \n\nShopping Center\nJoin Hannaford Supermarket\n\nPrime retail and warehouse space available at a 76,000 square foot shopping center located on NYS Route 22 in Pawling, New York. There are 317 parking spaces at the plaza. The center is anchored by a 45,000 square foot Hannaford Supermarket. Access to the plaza via NYS Route 22 or at the traffic signaled intersection near NYS Route 22 and Akindale Road. \n\nCo-Tenants: \nHannaford Supermarket\nMing Guang Chinese Restaurant\nWineology Fine Wine &amp; Spirits\nIsabella Nail Salon\n\nArea Businesses: \nPutnam County Savings Bank\nM&amp;T Bank\nWorld Gym\nAll Space Storage\nClassic Car Wash\nKFC\nPawling Collision Center\nH.G. Page &amp; Son' s Home Centers"", 's')",41.5362028,-73.5830346,Pawling,12564
556,"185 Broadway, Amityville, NY 11701",1100,18.0,"('Store front  1100 sq ft 1 unit', 't')",40.6774972,-73.4171163,Amityville,11701
557,"6137 Jericho Turnpike, Commack, NY 11725",15485,21.0,"('This building is located across the street from unamed strip center.', '.')",,,Commack,11725
558,"611 625 Merrick Avenue, East Meadow, NY 11554",900,40.0,"('+/- 900 SF unit with a basement is available at the busy intersection of Merrick Avenue &amp; Bellmore, located centrally between Southern State Parkway and Hempstead Turnpike. Diverse tenant mix. Average Daily Traffic of 27,000 vehicles. Ample parking.', '.')",40.7064646,-73.5690495,East Meadow,11554
559,"2626 Middle Country Road, Centereach, NY 11720",2700,32.0,"('\xc2\xb12,700 SF end cap available on Middle Country Road in Centereach. Recently constructed building. Ample onsite parking. Co-Tenants include Advance Auto Parts &amp; Cosmo Prof (Sally Beauty). Signalized intersection. Strong local demographics. ADT of 40,000 vehicles. Approximately 1 mile from Smith Haven Mall. All uses considered. Call for details.', '.')",40.8580012,-73.1058242,Centereach,11720
560,"69 Forest Avenue, Glen Cove, NY 11542",2600,25.0,"('\xc2\xb12,600 SF space available off the corner of Forest Avenue &amp; Bryce Avenue, in Glen Cove.  Co-tenants with a brand new 7-Eleven.  Ample onsite parking. All uses considered.  Signalized intersection.  32,000 VPD on Forest Avenue. Call for details.', '.')",40.8722637,-73.6247895,Glen Cove,11542
561,"968 976 Fulton Street, Farmingdale, NY 11735",1000,22.67,"('Corner retail strip, ideally located on Fulton which is busy and well-trafficked street. Property has 5 retail stores.', '.')",40.7253546,-73.4360318,Farmingdale,11735
562,"201 209 E 203rd Street, Bronx, NY 10458",500,54.0,,40.8738914,-73.8861684,Bronx,10458
563,"21790 Hempstead Avenue, Queens Village, NY 11429",15000,16.0,"('Brand new shopping center; 2-story with lower level selling floor; elevator to all levels; off-street parking in the front; zone C2-3/R3-2; ideal for all service establishments, i.e. accounting, architect, financial, law, real estate, specialty retail and document storage. JOIN LITTLE CAESARS PIZZA, FOR YOU BEAUTY, 99 CENTS, LAUNDRY AND VILLAGE PLAZA MEDICAL, DENTIST OFFICES &amp; FLIGHT ACADEMY.', '.')",40.713812,-73.738423,Queens Village,11429
564,"203 Gramatan Avenue, Mount Vernon, NY 10550",4371,40.0,"('The subject property is a new development on Gramatan Avenue. There are 2 ground floor retail spaces available. One space consists of 2,950 sf and the other consists of 4,371 sf. Deals/Dollar Tree is the anchor tenant occupying the retail space adjacent to the 2 available spaces. There are 159 residential apartments above the ground floor retail space.', '.')",40.915931,-73.837261,Mount Vernon,10550
565,"215 W Merrick Road, Freeport, NY 11520",43560,3.1,"('1 acre lot with an existing 3,000 square foot building (Old HSBC) that can be demolished or delivered as is. Landlord will deliver a compacted pad or build to suit for food, bank, or medical with drive thru for the appropriate credit tenant', 't')",40.6523794,-73.58923,Freeport,11520
566,"1870 E Jericho Turnpike, Huntington, NY 11743",25000,45.0,"(""Well established and highly visible shopping center located on heavily traveled Jericho Turnpike with tremendous demographics and traffic counts of 50,000 + cars per day.  31,000 Sf development site with 25,000 Sf available for lease.  Will subdivide.  Permit in place for a 17,700 Sf building, will build to suit.  20' ceilings on main level and 16' ceiling for lower level with elevator and stairway."", '.')",40.836455,-73.3336412,Huntington,11743
567,"1452 Fulton Street, Brooklyn, NY 11216",1600,30.0,"('Storefront Available at 1452 Fulton St \n\n1500 Square Foot Storefront, with 300 Square Foot Garden included and basement space\n\nProposed uses:\n-Event Space\n-Music Venue\n-Office Space\n-Bar\n-Restaurant\n-Dry Retail\n-Fashion Retailer\n-Medical Space\n-Bike Shop\n-Veterinarian\n-Furniture Store', 'e')",40.679756,-73.942758,Brooklyn,11216
568,"173 Jefferson Street, Brooklyn, NY 11206",5000,18.0,"('This former Church has been acquired and is being re-positioned as a USE GROUP 6, liquor license eligible space with approximately 2500 square feet of ground level retail space with an accessory 2500sf legal use group 6 basement space.  The rear 1000sf sits below no residential or building above making for easy ventilation or potential skylight/indoor-outdoor seating.', '.')",40.7013103,-73.9294988,Brooklyn,11206
569,"130 E Seneca Street, Ithaca, NY 14850",3954,22.0,"(""Seneca Place on the Commons, is a 185,000 sq. ft. mixed use complex located in the heart of downtown Ithaca, New York at the corner of Tioga and E. Seneca Streets.  The 9-story facility is home to 93,000 sq. ft. of Class-A office space, a 104-room Hilton Garden Inn, and ground floor retail space.  Cornell University is the anchor tenant, occupying just over three floors of the office space.\nThe complex, constructed primarily of brick, glass, is adjacent to The Commons, Ithaca's pedestrian mall, and the site of a bustling business and retail corridor.\xc2\xa0 The design and materials were selected specifically to establish a visual presence sympathetic to the urban context of its surroundings.  The mixed use facility features a fitness center, in-building catering, full-service restaurant, and meeting facilities, all available to building occupants."", '.')",42.4407794,-76.4973306,Ithaca,14850
570,"50 Fountain Plaza, Buffalo, NY 14202",2247,23.5,"(""40-50 Fountain Plaza is located in the Heart of the Central Business District of Downtown Buffalo.  The first level of the 2 tower complex is dedicated to providing tenants a variety of retail goods and services.  Fountain Plaza is a prime location rising between Buffalo' s Entertainment District and Theatre District.  The retail lobby is accessible from all sides including Main Street.  Current tenants include a Tim Horton's, shoe shine service, dry-cleaning services, and restaurant."", '.')",42.8894598,-78.8735104,Buffalo,14202
571,"1861 Nostrand Avenue, Brooklyn, NY 11226",2576,46.58,"('Steps From Newkirk Subway Station (2 &amp; 5 Subway Lines)\nHeavy Foot &amp; Vehicle Traffic, 7 Days a Week\nAll Uses Considered, CO Allows For Food\nSeveral Schools Located Within One Block', 'k')",40.6403556,-73.9481806,Brooklyn,11226
572,"235 Kent Avenue, Brooklyn, NY 11249",1780,80.9,"('1780sf with 500sf back yard and 800sf basement . \nnew construction, has ADA bathroom and storefront installed', 'd')",40.716551,-73.965383,Brooklyn,11249
573,"237 Kent Avenue, Brooklyn, NY 11249",1750,82.29,"('1750sf with 600sf basement , 500sf back yard , ADA Bathroom , storefront', 't')",40.716493,-73.965434,Brooklyn,11249
574,"546 Howard Avenue, Brooklyn, NY 11233",4000,24.0,"('8,800 sf of stores and second floor office spaces that can be rented separately or combined in a variety of ways starting from 800 sf.Parking on site. Currently there are 6 individual stores of 800 sf each and one large store of 4,000 sf on the ground floor, which also includes 4,000 sf on the second floor which used to be catering hall. Possibilities are endless. Owners are flexible. Built to Suit available.', '.')",40.6689906,-73.9203412,Brooklyn,11233
575,"92 Knickerbocker Avenue, Brooklyn, NY 11237",7400,41.92,"('17 Office/Retail spaces avilable on Knickerbocker Ave! 185-7,400 SF. Delivered as turn key and includes private + common bathrooms, slop sinks in every suite, HVAC, internet access, Ethernet Jacks, showers, new toilets and flooring. Ideal uses include restaurants, company/professional services, offices, and stores.', '.')",40.705575,-73.930037,Brooklyn,11237
576,"675 Grand Street, Brooklyn, NY 11211",1700,63.53,"('Recently renovated 1,700 SF commercial space available in East Williamsburg!', '!')",40.7117116,-73.9454149,Brooklyn,11211
577,"72 Centre Avenue, New Rochelle, NY 10801",1350,17.78,"('Store Front on Centre Ave in New Rochelle\n\n1350 Square feet of open space at your disposal.\n12 foot ceilings\nThe opportunities are endless\nStore Front needs TLC, price reflects that.\n\nCentral A/C and plumbing for kitchen already in place, if desired.\n\n2/3 of the basement is included in rent.. 2 entrances to basement (cellar from street and stairs from restaurant),\n\nFee Disclosure: $100 Application Fee, 1 month security, 1st months rent and one month broker fee.', '.')",40.907799,-73.7841033,New Rochelle,10801
578,"6001 Riverdale Avenue, Bronx, NY 10471",800,41.25,"('Great Opportunity with bright frontage on a well trafficked street near neighborhood services and places of worship. Bus stop conveniently at your doorstep, and lots of room for frontage and advertising. Large picture windows for your business ambiance and branding. Basement and /or backyard space available optional. Previous use - Hair Salon. Price includes taxes.', '.')",40.908617,-73.903915,Bronx,10471
579,"82 Dobbin Street, Brooklyn, NY 11222",2800,60.0,"('-Ground Floor\n-Office, Storefront, Retail, Showroom, Gallery, Studio, Workshop, Salon, Tattoo shop, etc.  **No Bars/Restaurant/Night Clubs\n-Short Term OK', 'K')",40.7247893,-73.954356,Brooklyn,11222
580,"629 Classon Avenue, Brooklyn, NY 11238",1350,40.0,"('Sunny, stylish retail space on the northeast corner of Classon Avenue and Pacific Street with windowed frontage on two sides, 11-foot ceiling height and a skylight, and basement storage, in the heart of rapidly developing Western Crown Heights.  See marketing flyer for details.', '.')",40.6791825,-73.9583633,Brooklyn,11238
581,"2142 Jackson Avenue, Seaford, NY 11783",1200,20.0,"('Former Lunchonette with all the equipment. still there.  in Free Standing Building. Great Location for Pharmacy, Dental, Doctor or Attorney. Plenty of Parking. Can also deliver 2,400 sq ft if needed for professional for $4,000 monthly gross.', '.')",40.6695598,-73.4872678,Seaford,11783
