|title|blurb|category|location|goal_USD|pledged_USD|percent_received|pledged_USD|num_backers|num_backers_tier|pledge_tier|url|exchange_rate|goal_level|goal_level_num|pledge_level|pledge_level_num|creator|creator_names|country|start|end|days
2217|icebreaker - ice cubes made easy|Make ice cubes the 21st Century way – fill with water, freeze and rotate the lid to produce perfect ice cubes with no mess.|Product Design|Aalborg, Denmark|30000.0|99633.3|332.111|99633.3|1786|[45, 3, 200, 474, 200, 511, 200, 50, 66, 19]|[8.0, 15.0, 25.0, 30.0, 45.0, 53.0, 61.0, 91.0, 106.0, 228.0]|/projects/fillfreezedispense/icebreaker-ice-cubes-made-easy|0.15|high|2|low|0|fillfreezedispense|easyicecubes|Denmark|2015-09-15|2015-10-30|45
2218|The Mysterious Package Company|We tell stories you can touch.|Mixed Media|Toronto, Canada|37500.0|454897.5|1213.06|454897.5|1786|[103, 91, 86, 79, 56, 21, 43, 7, 27, 111, 833, 64, 52, 18, 38, 63, 5, 5, 2, 11, 23, 1, 1, 1, 1, 1, 1, 1, 2]|[4.0, 12.0, 30.0, 38.0, 91.0, 115.0, 183.0, 183.0, 203.0, 227.0, 250.0, 336.0, 424.0, 424.0, 445.0, 513.0, 599.0, 687.0, 687.0, 707.0, 770.0, 1442.0, 1446.0, 1449.0, 1456.0, 1457.0, 1458.0, 1463.0, 5137.0]|/projects/1220847294/the-mysterious-package-company-presents-filigree-i|0.75|high|2|low|0|1220847294|Timothy Sullivan|Canada|2016-09-06|2016-10-06|30
2219|Art Story|An original animated feature film about a boy and his grandfather who get stuck in a vast and imaginative world of paintings.|Animation|West Palm Beach, FL|350000.0|365670.0|104.477142857|365670.0|1785|[232, 302, 66, 127, 85, 261, 150, 68, 69, 112, 74, 18, 17, 18, 6, 1, 2, 3, 5, 7, 4, 2, 1, 4, 2, 4]|[1.0, 10.0, 10.0, 25.0, 35.0, 40.0, 50.0, 60.0, 75.0, 100.0, 150.0, 200.0, 250.0, 500.0, 1000.0, 1200.0, 2000.0, 2200.0, 4000.0, 5000.0, 7500.0, 8000.0, 9000.0, 10000.0, 10000.0, 10000.0]|/projects/291846368/art-story|1.0|dreaming|3|dreaming|3|291846368|Aaron Blaise & Chuck Williams|USA|2013-07-07|2013-08-23|47
2220|VENUS PATROL: charting a new course for videogame culture|Venus Patrol is a new videogame website in search of beautiful things, from former Offworld.com editor and IGF Chairman Brandon Boyer.|Video Games|Austin, TX|50000.0|105398.0|210.796|105398.0|1785|[479, 904, 302, 15, 9, 43, 12]|[1.0, 25.0, 75.0, 200.0, 200.0, 300.0, 3000.0]|/projects/brandonnn/venus-patrol-charting-a-new-course-for-videogame-c|1.0|high|2|medium|1|brandonnn|Brandon Boyer|USA|2011-09-07|2011-10-07|30
2221|This is where the story ends - DVD|DVD including a documentary and the last live show recorded at Merthyr Tydfil|Documentary|Wales, UK|14375.0|45980.0|319.860869565|45980.0|1785|[45, 110, 36, 593, 132, 87, 59, 143, 33, 24, 44, 36, 166, 21, 48, 36, 18, 46, 7, 21, 7, 5, 1, 40, 2, 19, 2, 1, 1, 1, 1]|[1.54, 8.0, 9.0, 18.0, 23.0, 26.0, 26.0, 31.0, 31.0, 31.0, 34.0, 35.0, 38.0, 38.0, 43.0, 46.0, 51.0, 54.0, 54.0, 59.0, 59.0, 60.0, 65.0, 77.0, 77.0, 82.0, 154.0, 185.0, 185.0, 185.0, 462.0]|/projects/1648679145/this-is-where-the-story-ends-dvd|1.25|medium|1|low|0|1648679145|The Blackout|USA|2015-02-23|2015-03-28|32
2222|Geode from iCache!|Geode is an iPhone Appcessory that stores all of your credit cards, loyalty cards, etc. in a digital wallet for use anywhere!|Product Design|Cambridge, MA|50000.0|352918.0|705.836|352918.0|1784|[49, 14, 8, 1364, 6, 15, 268, 5]|[9.0, 25.0, 25.0, 159.0, 179.0, 179.0, 300.0, 7500.0]|/projects/1404403369/geode-from-icache|1.0|high|2|medium|1|1404403369|iCache, Inc|USA|2012-03-07|2012-04-21|45
2223|PARKE: Premium Active Denim - Engineered for Performance|Premium jeans featuring technologically advanced denim, high quality craftsmanship, and exceptional fit.|Fashion|New York, NY|20000.0|221509.0|1107.545|221509.0|1784|[2, 1071, 160, 185, 15, 291, 31]|[15.0, 89.0, 99.0, 175.0, 185.0, 185.0, 350.0]|/projects/solomonliou/premium-active-denim-engineered-for-performance-an|1.0|high|2|low|0|solomonliou|Solomon Liou|USA|2013-09-17|2013-11-01|44
2224|OrgasMe! - Sex turned into a card game|OrgasMe! is sex turned into a hilarious card game with a twist: The first one having an orgasm loses the game. For 2-6 naughty players.|Tabletop Games|Leipzig, Germany|21800.0|70665.79|324.155|70665.79|1784|[76, 1270, 425]|[22.0, 27.0, 49.0]|/projects/703192222/orgasme-sex-turned-into-a-card-game|1.09|high|2|low|0|703192222|Michael Neumann|Germany|2016-06-28|2016-07-28|30
2225|New Leveraxe - The Smart Axe|The oldest tool known to mankind - reimagined, reinvented, reborn.|Product Design|Helsinki, Finland|150000.0|222229.0|148.152666667|222229.0|1784|[40, 11, 1000, 603, 66, 18, 6, 0]|[5.0, 29.0, 99.0, 119.0, 199.0, 495.0, 990.0, 3500.0]|/projects/1949064069/new-leveraxe-the-smart-axe|1.0|dreaming|3|high|2|1949064069|Leveraxe|Finland|2015-08-13|2015-09-12|30
2226|The Key Armory - Nerdy Keys for Awesome People|The Key Armory transforms your favorite swords into your key! Inspired by Star Wars, Lord of the Rings, Zelda, Kingdom Hearts, & more!|Product Design|Salt Lake City, UT|6000.0|51547.0|859.116666667|51547.0|1782|[24, 373, 649, 300, 152, 133, 62, 21, 16, 8, 35]|[1.0, 10.0, 19.0, 28.0, 37.0, 45.0, 54.0, 63.0, 72.0, 81.0, 90.0]|/projects/279657646/the-key-armory-nerdy-keys-for-awesome-people|1.0|medium|1|low|0|279657646|The Key Armory|USA|2015-12-14|2016-01-24|41
2227|Squire - The Pen Is A Mighty Sword|The Squire pen is designed with an underlying philosophy of simplicity, usefulness, and community.|Product Design|New York, NY|15000.0|145259.0|968.393333333|145259.0|1782|[660, 639, 148, 239, 17, 47]|[50.0, 70.0, 95.0, 125.0, 140.0, 180.0]|/projects/joeycofone/squire-the-pen-is-a-mighty-sword|1.0|medium|1|low|0|joeycofone|Baron Fig|USA|2015-11-10|2015-12-10|30
2228|ReSpeaker - Add Voice Control Extension To Anything You Like|Far-field voice control extension to your speakers, home & office appliances. Touch Sensing with Arduino & Linux for making projects.|Hardware|San Francisco, CA|40000.0|193963.0|484.9075|193963.0|1780|[85, 98, 200, 225, 2, 444, 30, 8, 18, 6, 217, 8, 115, 42, 100, 0, 103, 58, 0, 1, 0]|[1.0, 29.0, 39.0, 49.0, 59.0, 89.0, 89.0, 89.0, 89.0, 89.0, 99.0, 119.0, 139.0, 149.0, 154.0, 169.0, 189.0, 209.0, 499.0, 999.0, 10000.0]|/projects/seeed/respeaker-an-open-modular-voice-interface-to-hack|1.0|high|2|low|0|seeed|Seeed|USA|2016-08-23|2016-09-22|30
2229|"Fly6 Cycling Accessory | HD Camera & Tail-Light Combo"|World first cycling camera & tail-light accessory to record what happens behind you so you can enjoy the ride ahead.|Hardware|Perth, AU|73150.0|205277.38|280.625263158|205277.38|1780|[43, 100, 500, 500, 441, 139, 40]|[0.9, 89.0, 107.0, 116.0, 121.0, 232.0, 357.0]|/projects/fly6/fly6-cycling-accessory-hd-camera-and-tail-light-co|0.77|dreaming|3|medium|1|fly6|Andrew Hagen & Kingsley Fiegert|USA|2014-02-09|2014-03-10|28
2230|Tomorrow Magazine|Tomorrow is a magazine about (and for) the people who are working out what’s next.|Journalism|Los Angeles, CA|15000.0|45452.0|303.013333333|45452.0|1779|[41, 1348, 143, 138, 63, 4, 5, 2]|[5.0, 15.0, 35.0, 50.0, 100.0, 250.0, 250.0, 500.0]|/projects/tomorrowmag/tomorrow-magazine|1.0|medium|1|low|0|tomorrowmag|Tomorrow Magazine|USA|2012-06-25|2012-07-25|30
2231|From Bedrooms to Billions: The Amiga Years! Special Edition|'Special Edition' of the 90 minute feature documentary that explores the influence of the Commodore Amiga on the Video Games Industry!|Documentary|London, UK|18750.0|48698.75|259.726666667|48698.75|1778|[208, 486, 186, 584, 67, 150, 8, 46, 4, 5, 3, 12, 1, 4, 0, 0, 2, 0]|[15.0, 15.0, 23.0, 23.0, 30.0, 38.0, 53.0, 61.0, 98.0, 106.0, 174.0, 182.0, 295.0, 295.0, 378.0, 530.0, 825.0, 7566.0]|/projects/1195082866/from-bedrooms-to-billions-the-amiga-years-special|1.25|high|2|low|0|1195082866|Nicola Caulfield & Anthony Caulfield|USA|2015-10-02|2015-11-01|30
2232|ChameleonMini - A Versatile NFC Card Emulator, and more...|A freely programmable, standalone tool for NFC security analysis: emulate & clone contactless cards, read RFID tags and sniff RF data.|Hardware|Bochum, Germany|24221.98|207665.71|857.344073441|207665.71|1778|[9, 106, 96, 2, 1074, 74, 373, 1, 0, 14, 0, 0, 0, 0, 0, 1]|[5.0, 10.0, 53.0, 82.0, 108.0, 136.0, 142.0, 254.0, 437.0, 485.0, 1092.0, 1819.0, 2182.0, 5457.0, 6064.0, 7640.0]|/projects/1980078555/chameleonmini-a-versatile-nfc-card-emulator-and-mo|1.09|high|2|low|0|1980078555|Kasper & Oswald GmbH|Germany|2016-01-12|2016-02-26|45
2233|The Ice Baller: Makes Clear, Slow-Melting Ice Spheres|An easy way to create large crystal clear ice spheres in your home freezer. Perfect for whiskey, scotch, rum and mixed drinks.|Product Design|Boston, MA|20000.0|173510.0|867.55|173510.0|1778|[5, 250, 783, 63, 564, 100]|[10.0, 55.0, 70.0, 95.0, 120.0, 150.0]|/projects/wintersmiths/the-ice-baller-makes-clear-slow-melting-ice-sphere|1.0|high|2|low|0|wintersmiths|Wintersmiths|USA|2013-06-10|2013-07-20|40
2234|Mount Anything Anywhere -Neutron A and Neutron S|Magnetically shielded phone/tablet/everything mount can be installed anywhere. Anodized aluminum with optional NFC. iPhone/iPad/Android|Product Design|Chicago, IL|10000.0|97899.0|978.99|97899.0|1776|[22, 32, 397, 109, 363, 391, 151, 246, 21, 27, 10]|[1.0, 5.0, 25.0, 25.0, 35.0, 50.0, 55.0, 85.0, 110.0, 145.0, 300.0]|/projects/1893116150/mount-anything-anywhere-neutron-a-and-neutron-s|1.0|medium|1|low|0|1893116150|Ananda Svarupa Das|USA|2014-08-20|2014-09-15|26
2235|MagBeam - Fresnel Lens Flash Extender + Gobos, by MagMod|The MagBeam is the most unique, versatile, and totally awesome fresnel lens speedlite flash modifier ever created for photographers.|Product Design|Tucson, AZ|25000.0|301234.0|1204.936|301234.0|1776|[2, 125, 149, 200, 261, 39, 150, 390, 150, 88, 40, 100, 67]|[20.0, 55.0, 70.0, 89.0, 99.0, 129.0, 149.0, 159.0, 165.0, 175.0, 299.0, 389.0, 399.0]|/projects/spencerboerup/magbeam-fresnel-lens-flash-extender-gobos-by-magmo|1.0|high|2|low|0|spencerboerup|Spencer Boerup|USA|2016-03-01|2016-04-14|44
2236|Thimble: Learn & Build Electronics w/ Monthly Delivered Kits|Create fun, electronic devices each month with guided tutorials and helpful community; first kit includes parts to build a wifi robot. (Thimble.io not affiliated with Thimble by Mozilla.)|DIY Electronics|New York, NY|25000.0|295760.0|1183.04|295760.0|1776|[64, 198, 97, 241, 211, 298, 39, 80, 218, 30, 150, 17, 32, 48, 8, 1, 0, 1]|[5.0, 49.0, 54.0, 59.0, 69.0, 79.0, 189.0, 199.0, 209.0, 349.0, 369.0, 389.0, 649.0, 749.0, 799.0, 1199.0, 1899.0, 2999.0]|/projects/1891856541/thimble-learn-and-build-electronics-w-monthly-deli|1.0|high|2|low|0|1891856541|Oscar Pedroso and David Brenner|USA|2015-12-08|2016-02-06|60
2237|Hail To The Victors 2012|MGoBlog's Michigan football preview magazine goes indie.|Periodicals|Ann Arbor, MI|20000.0|54486.0|272.43|54486.0|1774|[1159, 154, 345, 87, 15, 0]|[15.0, 30.0, 50.0, 100.0, 250.0, 10000.0]|/projects/mgoblog/hail-to-the-victors-2012|1.0|high|2|low|0|mgoblog|Brian @ MGoBlog|USA|2012-03-21|2012-04-20|30
2238|Knite & The Ghost Lights - Wii U - PC - Mac - Linux|Knite & the Ghost Lights delivers a mixture of adventure, storytelling, and action from games we know and love, with handcrafted feel.|Video Games|Seattle, WA|35000.0|43768.0|125.051428571|43768.0|1774|[300, 807, 149, 146, 159, 40, 4, 37, 10, 8, 35, 9, 9, 7, 5, 7, 0, 1]|[5.0, 10.0, 20.0, 25.0, 35.0, 50.0, 65.0, 75.0, 80.0, 90.0, 100.0, 125.0, 150.0, 200.0, 250.0, 500.0, 1000.0, 2500.0]|/projects/2011341880/knite-and-the-ghost-lights|1.0|high|2|low|0|2011341880|Mobot Studios|USA|2013-09-26|2013-10-26|30
2239|Interstellaria|Explore a vast sandbox galaxy! Experience the spirit of old school space games with modern mechanics. PC/MAC/LINUX/MOBILE TABLET|Video Games|Portland, OR|15000.0|28805.0|192.033333333|28805.0|1773|[350, 867, 176, 120, 108, 85, 13, 13, 11, 4, 0, 0]|[8.0, 10.0, 20.0, 25.0, 30.0, 40.0, 74.0, 75.0, 100.0, 200.0, 500.0, 1000.0]|/projects/coldricegames/interstellaria|1.0|medium|1|low|0|coldricegames|Jonathan P. King|USA|2013-11-06|2013-12-06|30
2240|MIOPS: Smartphone Controllable High Speed Camera Trigger|MIOPS Smart, smartphone controllable camera trigger for high speed photography!|Camera Equipment|Miami, FL|75000.0|377035.0|502.713333333|377035.0|1773|[25, 27, 50, 9, 1020, 145, 72, 303, 29, 1, 39, 11, 0, 5]|[5.0, 149.0, 179.0, 189.0, 199.0, 229.0, 249.0, 249.0, 279.0, 349.0, 399.0, 439.0, 489.0, 539.0]|/projects/nerotrigger/miops-smartphone-controllable-high-speed-camera-tr|1.0|dreaming|3|medium|1|nerotrigger|MIOPS|USA|2014-07-14|2014-08-28|45
2241|NINJA SPHERE: Next Generation Control of Your Environment|Next generation control of your environment with accurate in-home location data and a gesture control interface.|Hardware|Sydney, AU|88550.0|541261.49|611.249565217|541261.49|1772|[90, 62, 60, 80, 400, 255, 60, 80, 198, 66, 88, 30, 50, 70, 103, 3]|[5.0, 23.0, 187.0, 205.0, 234.0, 243.0, 346.0, 403.0, 421.0, 431.0, 468.0, 506.0, 562.0, 590.0, 600.0, 4691.0]|/projects/ninja/ninja-sphere-next-generation-control-of-your-envir|0.77|dreaming|3|high|2|ninja|Ninja Blocks|USA|2013-11-12|2014-01-11|60
2242|The Vamp Stereo + Speaker \u2013 Bring Back The Sound|Bring back the sound to your own vintage speakers with The Vamp Stereo + The Vamp Speaker and lessen electronic waste.|Product Design|London, UK|125000.0|134937.5|107.95|134937.5|1771|[3, 1268, 347, 54, 12, 7, 26, 33, 0, 0]|[7.0, 52.0, 92.0, 93.0, 105.0, 118.0, 131.0, 198.0, 995.0, 1990.0]|/projects/1238747394/the-vamp-stereo-speaker-bring-back-the-sound|1.25|dreaming|3|high|2|1238747394|Paul Cocksedge + Paul Cocksedge Studio™|USA|2016-09-13|2016-10-13|30
2243|The World of Smog: On Her Majesty's Service|Delve into the magical steampunk World of Smog, puzzling out its labyrinth of rotating gears to recover the precious Artefacts!|Tabletop Games|Atlanta, GA|25000.0|101351.0|405.404|101351.0|1770|[550, 1182]|[45.0, 50.0]|/projects/coolminiornot/the-world-of-smog-on-her-majestys-service|1.0|high|2|low|0|coolminiornot|CoolMiniOrNot|USA|2014-10-30|2014-11-09|10
2244|"Dundabunga - Cameras | Smartphones | Tablets & more"|Use your camera or mobile device in new ways. Premium Copper Core Console Extender and Ergonomic Scoping.  iPhone/iPad/ GoPro/Android|Technology|Hilo, HI|5000.0|86376.0|1727.52|86376.0|1769|[25, 114, 400, 300, 101, 671, 43, 40, 61, 8]|[1.0, 15.0, 25.0, 30.0, 35.0, 40.0, 65.0, 95.0, 120.0, 355.0]|/projects/1893116150/dundabunga-mobile-freedom|1.0|low|0|low|0|1893116150|Ananda Svarupa Das|USA|2015-07-20|2015-09-09|51
2245|Deaf West Theatre's Spring Awakening Tony Performance|The cast of Spring Awakening has a chance to perform on the Tonys, but we need your help! Help show the world this beautiful show.|Musical|New York, NY|200000.0|211634.0|105.817|211634.0|1769|[597, 332, 155, 49, 2, 7, 12, 12, 16, 10, 8, 2, 0, 0, 2, 1, 0, 0, 2, 1, 1, 2, 2, 0, 0, 0, 5]|[25.0, 50.0, 100.0, 200.0, 275.0, 300.0, 350.0, 350.0, 500.0, 500.0, 600.0, 1000.0, 1000.0, 1000.0, 1250.0, 1500.0, 1500.0, 2000.0, 2500.0, 2500.0, 3000.0, 5000.0, 5000.0, 6500.0, 7500.0, 8500.0, 10000.0]|/projects/1832685006/deaf-west-theatres-spring-awakening-tony-performan|1.0|dreaming|3|dreaming|3|1832685006|Deaf West Theatre|USA|2016-05-23|2016-06-11|19
2246|BLAZAR: Aluminum Bluetooth Speaker & Artist Collaboration|A New Universe of Sound. The Ultimate Bluetooth Speaker With Dual Stereo Pairing. Featuring limited edition artist collaborations.|Product Design|Salt Lake City, UT|90000.0|323696.0|359.662222222|323696.0|1769|[15, 3, 12, 6, 6, 1, 97, 98, 50, 50, 98, 93, 70, 35, 41, 21, 68, 10, 19, 4, 6, 12, 2, 10, 5, 6, 18, 50, 50, 310, 170, 54, 39, 40, 30, 17, 11, 6, 4, 30, 31, 3, 18, 12, 2, 2, 2, 2, 2, 0, 0]|[5.0, 30.0, 40.0, 40.0, 40.0, 40.0, 99.0, 99.0, 99.0, 99.0, 109.0, 124.0, 129.0, 129.0, 129.0, 129.0, 134.0, 159.0, 159.0, 159.0, 159.0, 159.0, 159.0, 159.0, 179.0, 179.0, 179.0, 189.0, 189.0, 209.0, 209.0, 219.0, 249.0, 249.0, 249.0, 249.0, 319.0, 319.0, 319.0, 349.0, 349.0, 349.0, 379.0, 379.0, 379.0, 379.0, 379.0, 379.0, 379.0, 2500.0, 8500.0]|/projects/beaconaudio/blazar-aluminum-bluetooth-speaker-and-artist-colla|1.0|dreaming|3|high|2|beaconaudio|Beacon Audio|USA|2013-07-23|2013-09-01|40
2247|Something Terrible, by Dean Trippe|Something Terrible is a short, autobiographical comic about recovery from childhood trauma and the power of fictional heroes.|Comics|Jefferson, GA|6400.0|48269.0|754.203125|48269.0|1768|[57, 248, 35, 517, 676, 46, 1, 102, 7, 13, 38, 13, 5, 0]|[1.0, 5.0, 10.0, 15.0, 25.0, 40.0, 55.0, 55.0, 75.0, 90.0, 100.0, 150.0, 300.0, 800.0]|/projects/298122902/something-terrible-by-dean-trippe|1.0|medium|1|low|0|298122902|Dean Trippe|USA|2014-01-03|2014-02-02|30
2248|Gruff: The Tactical Card Game of Mutated Monster Goats|Gruff is a unique evolving card game where you will use your customized team of mutated monster goats to crush your enemies. For 2 to 4 players and plays in 20-45 min.|Tabletop Games|Santa Monica, CA|10000.0|65465.0|654.65|65465.0|1768|[45, 1541, 58, 75, 28, 6, 2, 4]|[1.0, 25.0, 50.0, 75.0, 90.0, 175.0, 500.0, 1000.0]|/projects/31839895/gruff-the-tactical-card-game-of-mutated-monster-go|1.0|medium|1|low|0|31839895|Studio Woe|USA|2015-05-01|2015-05-31|30
2249|God Hates Astronauts: The Completely Complete Edition|6 years in the making, the web-comic GOD HATES ASTRONAUTS is finally published in one big awesome 180 page hardcover graphic novel!|Comics|Chicago, IL|15000.0|75770.0|505.133333333|75770.0|1768|[159, 17, 539, 39, 47, 61, 65, 50, 47, 422, 2, 59, 78, 8, 1, 55, 2, 0, 3, 14, 3, 31, 14, 3, 1, 15, 2, 4, 2, 3, 1, 0, 5, 0]|[10.0, 25.0, 30.0, 31.0, 32.0, 33.0, 33.0, 36.0, 36.0, 40.0, 45.0, 45.0, 50.0, 55.0, 60.0, 60.0, 70.0, 73.0, 75.0, 80.0, 90.0, 100.0, 100.0, 100.0, 100.0, 125.0, 160.0, 200.0, 300.0, 300.0, 300.0, 600.0, 650.0, 1350.0]|/projects/1334937359/god-hates-astronauts-the-completely-complete-editi|1.0|medium|1|low|0|1334937359|Ryan Browne|USA|2013-02-18|2013-03-20|30
2250|Mummy: The Curse Core Rulebook|Contribute to help create Mummy: The Curse in a printed, hard-cover edition. Then help us make it deluxe!|Tabletop Games|Macungie, PA|30000.0|104831.0|349.436666667|104831.0|1767|[32, 2, 7, 1, 6, 66, 48, 42, 354, 8, 205, 233, 131, 219, 9, 54, 137, 39, 9, 102, 19, 3, 1, 6, 11, 4, 10, 1, 1, 0, 2, 0]|[1.0, 10.0, 12.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 40.0, 50.0, 50.0, 60.0, 60.0, 65.0, 70.0, 70.0, 75.0, 75.0, 80.0, 95.0, 190.0, 240.0, 250.0, 300.0, 340.0, 350.0, 360.0, 425.0, 450.0, 500.0, 2500.0]|/projects/200664283/mummy-the-curse-core-rulebook|1.0|high|2|low|0|200664283|Richard Thomas|USA|2012-12-18|2013-01-10|23
2251|The Limousines - Hush - The New Album|we're raising the funds we need to record and release our next album independently. no record label, just us and you.|Music|San Francisco, CA|30000.0|75808.0|252.693333333|75808.0|1767|[17, 19, 210, 361, 47, 684, 110, 24, 49, 54, 34, 72, 14, 1, 18, 1, 4, 2, 1, 3, 1, 1, 1, 1, 1, 3, 1, 2, 0, 1]|[2.0, 3.0, 5.0, 10.0, 15.0, 25.0, 50.0, 50.0, 50.0, 75.0, 75.0, 75.0, 100.0, 100.0, 150.0, 150.0, 300.0, 300.0, 300.0, 400.0, 450.0, 500.0, 500.0, 600.0, 900.0, 1000.0, 1000.0, 2000.0, 2000.0, 7500.0]|/projects/ericvictorino/the-limousines-hush-the-new-album|1.0|high|2|low|0|ericvictorino|eric victorino|USA|2012-08-24|2012-09-25|32
2252|MetaWatch STRATA: the Smartwatch for the iPhone 4S & Android|HANDS FREEDOM™ starts here. Connect with phone apps to see calls, SMS, workouts, email, FB, Twitter, calendar events, weather & more.|Product Design|Dallas, TX|100000.0|309436.0|309.436|309436.0|1767|[78, 272, 451, 182, 272, 54, 296, 23, 30, 63, 42]|[1.0, 159.0, 159.0, 159.0, 159.0, 169.0, 169.0, 199.0, 199.0, 299.0, 319.0]|/projects/metawatch/metawatch-strata-the-smartwatch-for-the-iphone-4s|1.0|dreaming|3|high|2|metawatch|MetaWatch|USA|2012-07-27|2012-08-20|23
2253|Infinite Space 3: Sea of Stars|A three-dimensional follow-up to our classic indie space-roguelikes, Strange Adventures and Weird Worlds.|Video Games|Seattle, WA|30000.0|36661.0|122.203333333|36661.0|1764|[926, 84, 658, 33, 19, 11, 4, 1, 0, 0]|[10.0, 18.0, 25.0, 50.0, 100.0, 200.0, 500.0, 1000.0, 2500.0, 5000.0]|/projects/digital-eel/infinite-space-3-sea-of-stars|1.0|high|2|low|0|digital-eel|Digital Eel|USA|2013-04-04|2013-05-04|30
2254|"""UNDER THE SMOGBERRY TREES: The True Story of Dr. Demento"""|Wind up your projectors!  “UNDER THE SMOGBERRY TREES” is the first ever feature length documentary about legendary deejay Dr. Demento!|Documentary|Los Angeles, CA|100000.0|118722.0|118.722|118722.0|1764|[15, 49, 28, 10, 58, 30, 89, 10, 5, 9, 306, 9, 6, 9, 94, 14, 5, 55, 3, 229, 105, 6, 33, 16, 66, 53, 71, 28, 5, 29, 18, 100, 1, 26, 2, 17, 2, 10, 38, 1, 3, 0, 1, 1]|[1.0, 3.0, 5.0, 5.0, 7.0, 7.0, 10.0, 12.0, 15.0, 20.0, 20.0, 20.0, 20.0, 20.0, 25.0, 25.0, 25.0, 30.0, 30.0, 30.0, 30.0, 40.0, 40.0, 40.0, 50.0, 50.0, 50.0, 50.0, 60.0, 80.0, 100.0, 100.0, 100.0, 120.0, 150.0, 200.0, 200.0, 250.0, 500.0, 750.0, 1000.0, 5000.0, 5000.0, 10000.0]|/projects/smogberrytrees/under-the-smogberry-trees-the-true-story-of-dr-dem|1.0|dreaming|3|high|2|smogberrytrees|Meep Morp Studio|USA|2013-04-03|2013-05-04|30
2255|HeLi-on - The World's Most Compact Solar Charger|The infinityPV HeLi-on charger allows you to carry a solar panel and battery in your pocket.|Gadgets|Copenhagen, Denmark|75000.0|188717.4|251.6232|188717.4|1762|[43, 131, 150, 500, 200, 475, 100, 130, 6, 5]|[2.0, 14.0, 85.0, 90.0, 91.0, 99.0, 170.0, 183.0, 806.0, 1980.0]|/projects/infinitypv/heli-on|0.15|dreaming|3|medium|1|infinitypv|infinityPV ApS|Denmark|2015-11-09|2016-01-08|60
2256|The most mysterious star in the Galaxy|Help astronomers get the data they need to unravel one of the biggest mysteries of all time, KIC 8462852 --- Where’s the Flux?|Space Exploration|New Haven, CT|100000.0|107421.0|107.421|107421.0|1762|[183, 542, 288, 225, 92, 245, 70, 5, 12, 1, 0, 1]|[5.0, 10.0, 25.0, 50.0, 75.0, 100.0, 150.0, 500.0, 1000.0, 3000.0, 5000.0, 10000.0]|/projects/608159144/the-most-mysterious-star-in-the-galaxy|1.0|dreaming|3|high|2|608159144|Tabetha Boyajian|USA|2016-05-18|2016-06-17|30
